# DeFault:  java -jar default-1.0.0.jar testfiles/incomplete/garland.pddl testfiles/incomplete/garlandprob1.pddl dan.out  pode2 anytime strict 5
domain,problem,plan_id,plan_length,plan_robustness,total_time
freecell.pddl.2p_1a_0d.0,pfile3,1,28,0.000244141,9.66
freecell.pddl.2p_1a_0d.0,pfile4,1,48,4.76837e-07,48.935
freecell.pddl.2p_1a_0d.0,pfile5,1,52,3.8147e-06,86.006
freecell.pddl.2p_1a_0d.0,pfile6,1,64,2.98023e-08,380.464
freecell.pddl.2p_1a_0d.0,pfile7,1,65,2.38419e-07,346.98
freecell.pddl.2p_1a_1d.0,pfile1,1,14,0.0078125,2.878
freecell.pddl.2p_1a_1d.0,pfile2,1,19,0.00195312,3.58
freecell.pddl.2p_1a_1d.0,pfile3,1,24,0.000244141,5.243
freecell.pddl.2p_1a_1d.0,pfile3,2,51,0.000488281,14.583
freecell.pddl.2p_1a_1d.0,pfile3,3,47,0.000976562,27.705
freecell.pddl.2p_1a_1d.0,pfile3,4,81,0.00195312,453.552
freecell.pddl.2p_1a_1d.0,pfile4,1,43,7.62939e-06,10.847
freecell.pddl.2p_1a_1d.0,pfile4,2,84,0.00012207,66.142
freecell.pddl.2p_1a_1d.0,pfile4,3,84,0.000244141,68.923
freecell.pddl.2p_1a_1d.0,pfile4,4,96,0.000488281,81.7
freecell.pddl.2p_1a_1d.0,pfile4,5,90,0.000976562,152.031
freecell.pddl.2p_1a_1d.0,pfile5,1,55,1.52588e-05,26.386
freecell.pddl.2p_1a_1d.0,pfile6,1,55,3.8147e-06,61.055
freecell.pddl.2p_1a_1d.0,pfile7,1,79,1.90735e-06,122.581
freecell.pddl.2p_1a_1d.0,pfile8,1,75,5.96046e-08,165.209
freecell.pddl.2p_1a_1d.0,pfile9,1,74,4.76837e-07,138.953
freecell.pddl.2p_1a_2d.0,pfile1,1,14,0.125,4.983
freecell.pddl.2p_1a_2d.0,pfile1,2,14,0.25,8.457
freecell.pddl.2p_1a_2d.0,pfile1,3,13,0.5,19.093
freecell.pddl.2p_1a_2d.0,pfile2,1,22,0.25,18.947
freecell.pddl.2p_1a_2d.0,pfile3,1,36,0.015625,44.48
freecell.pddl.2p_1a_2d.0,pfile3,2,46,0.03125,197.428
freecell.pddl.2p_1a_2d.0,pfile3,3,44,0.0625,201.524
freecell.pddl.2p_1a_2d.0,pfile4,1,60,0.000244141,252.07
freecell.pddl.2p_1a_3d.0,pfile1,1,17,0.03125,4.031
freecell.pddl.2p_1a_3d.0,pfile2,1,16,0.0625,7.802
freecell.pddl.2p_1a_3d.0,pfile3,1,14,0.125,12.695
freecell.pddl.2p_1a_3d.0,pfile4,1,60,0.00012207,68.653
freecell.pddl.2p_1a_3d.0,pfile4,2,57,0.000244141,360.553
freecell.pddl.2p_1a_3d.0,pfile4,3,52,0.000976562,366.001
freecell.pddl.2p_1a_3d.0,pfile4,4,51,0.00195312,412.885
freecell.pddl.2p_1a_3d.0,pfile4,5,54,0.00390625,416.048
freecell.pddl.2p_1a_3d.0,pfile4,6,52,0.0078125,552.94
freecell.pddl.2p_1a_3d.0,pfile5,1,42,0.03125,156.363
freecell.pddl.2p_1a_4d.0,pfile1,1,11,0.5,4.479
freecell.pddl.2p_1a_4d.0,pfile1,2,18,1,109.188
freecell.pddl.2p_1a_4d.0,pfile2,1,38,0.000488281,18.011
freecell.pddl.2p_1a_4d.0,pfile2,2,42,0.000976562,235.972
freecell.pddl.2p_1a_4d.0,pfile2,3,43,0.00195312,268.232
freecell.pddl.2p_1a_4d.0,pfile2,4,43,0.00390625,470.637
freecell.pddl.2p_1a_4d.0,pfile2,5,38,0.0078125,650.672
freecell.pddl.2p_1a_4d.0,pfile2,6,41,0.015625,677.086
freecell.pddl.2p_1a_4d.0,pfile3,1,31,0.03125,29.046
freecell.pddl.2p_1a_4d.0,pfile4,1,39,0.00878906,51.53
freecell.pddl.2p_1a_5d.0,pfile1,1,17,0.0625,3.073
freecell.pddl.2p_1a_5d.0,pfile1,2,25,0.125,6.727
freecell.pddl.2p_1a_5d.0,pfile1,3,25,0.25,7.672
freecell.pddl.2p_1a_5d.0,pfile1,4,34,0.5,11.29
freecell.pddl.2p_1a_5d.0,pfile1,5,18,1,219.805
freecell.pddl.2p_1a_5d.0,pfile2,1,20,0.03125,4.278
freecell.pddl.2p_1a_5d.0,pfile2,2,69,0.0625,15.536
freecell.pddl.2p_1a_5d.0,pfile2,3,45,0.125,18.322
freecell.pddl.2p_1a_5d.0,pfile2,4,42,0.25,21.215
freecell.pddl.2p_1a_5d.0,pfile2,5,84,0.28125,32.042
freecell.pddl.2p_1a_5d.0,pfile2,6,40,0.5625,34.311
freecell.pddl.2p_1a_5d.0,pfile3,1,29,0.000549316,6.95
freecell.pddl.2p_1a_5d.0,pfile4,1,50,3.35276e-08,22.495
freecell.pddl.2p_1a_5d.0,pfile4,2,172,8.9407e-08,241.83
freecell.pddl.2p_1a_5d.0,pfile5,1,60,4.19095e-09,43.837
freecell.pddl.2p_1a_5d.0,pfile7,1,59,3.35276e-08,61.127
freecell.pddl.2p_1a_5d.0,pfile8,1,54,3.35276e-08,86.953
freecell.pddl.2p_1a_5d.0,pfile9,1,61,3.92902e-10,88.929
freecell.pddl.2p_1a_5d.0,pfile10,1,84,1.53477e-12,277.946
freecell.pddl.2p_2a_0d.0,pfile1,1,16,0.015625,2.933
freecell.pddl.2p_2a_0d.0,pfile1,2,20,0.03125,58.267
freecell.pddl.2p_2a_0d.0,pfile1,3,17,0.0625,79.038
freecell.pddl.2p_2a_0d.0,pfile1,4,36,0.125,247.991
freecell.pddl.2p_2a_0d.0,pfile2,1,14,0.0625,6.682
freecell.pddl.2p_2a_0d.0,pfile3,1,24,0.0078125,9.687
freecell.pddl.2p_2a_0d.0,pfile4,1,11,0.125,11.745
freecell.pddl.2p_2a_0d.0,pfile5,1,11,0.0625,28.269
freecell.pddl.2p_2a_1d.0,pfile1,1,17,0.0078125,2.179
freecell.pddl.2p_2a_1d.0,pfile1,2,60,0.0117188,31.705
freecell.pddl.2p_2a_1d.0,pfile1,3,98,0.0234375,49.902
freecell.pddl.2p_2a_1d.0,pfile1,4,165,0.046875,76.308
freecell.pddl.2p_2a_1d.0,pfile1,5,158,0.09375,115.482
freecell.pddl.2p_2a_1d.0,pfile1,6,99,0.1875,137.369
freecell.pddl.2p_2a_1d.0,pfile2,1,22,0.00292969,3.313
freecell.pddl.2p_2a_1d.0,pfile2,2,130,0.0078125,33.714
freecell.pddl.2p_2a_1d.0,pfile2,3,174,0.015625,85.512
freecell.pddl.2p_2a_1d.0,pfile2,4,229,0.03125,278.907
freecell.pddl.2p_2a_1d.0,pfile2,5,176,0.046875,590.817
freecell.pddl.2p_2a_1d.0,pfile3,1,23,0.03125,4.185
freecell.pddl.2p_2a_1d.0,pfile4,1,34,0.00195312,6.365
freecell.pddl.2p_2a_1d.0,pfile5,1,45,0.000488281,10.002
freecell.pddl.2p_2a_1d.0,pfile6,1,63,6.10352e-05,33.27
freecell.pddl.2p_2a_1d.0,pfile7,1,65,2.38419e-07,105.367
freecell.pddl.2p_2a_1d.0,pfile8,1,68,3.8147e-06,54.562
freecell.pddl.2p_2a_1d.0,pfile9,1,62,0.00012207,35.235
freecell.pddl.2p_2a_1d.0,pfile10,1,79,2.38419e-07,145.097
freecell.pddl.2p_2a_2d.0,pfile1,1,14,0.03125,2.799
freecell.pddl.2p_2a_2d.0,pfile2,1,18,0.0625,4.41
freecell.pddl.2p_2a_2d.0,pfile3,1,26,0.015625,5.941
freecell.pddl.2p_2a_2d.0,pfile3,2,31,0.03125,44.479
freecell.pddl.2p_2a_2d.0,pfile3,3,36,0.0625,407.436
freecell.pddl.2p_2a_2d.0,pfile3,4,36,0.125,662.075
freecell.pddl.2p_2a_2d.0,pfile4,1,45,0.00195312,9.878
freecell.pddl.2p_2a_2d.0,pfile5,1,53,0.000244141,30.803
freecell.pddl.2p_2a_2d.0,pfile6,1,50,0.00195312,38.49
freecell.pddl.2p_2a_2d.0,pfile7,1,84,9.53674e-07,172.112
freecell.pddl.2p_2a_2d.0,pfile8,1,73,1.90735e-06,389.115
freecell.pddl.2p_2a_2d.0,pfile9,1,77,9.53674e-07,282.465
freecell.pddl.2p_2a_2d.0,pfile10,1,66,0.00195312,131.796
freecell.pddl.2p_2a_3d.0,pfile1,1,16,0.015625,9.303
freecell.pddl.2p_2a_3d.0,pfile1,2,20,0.03125,632.792
freecell.pddl.2p_2a_3d.0,pfile1,3,20,0.0625,633.073
freecell.pddl.2p_2a_3d.0,pfile2,1,24,0.03125,16.319
freecell.pddl.2p_2a_3d.0,pfile3,1,30,0.00390625,31.993
freecell.pddl.2p_2a_4d.0,pfile1,1,14,0.015625,3.198
freecell.pddl.2p_2a_4d.0,pfile1,2,26,0.0148315,129.074
freecell.pddl.2p_2a_4d.0,pfile2,1,16,0.015625,11.792
freecell.pddl.2p_2a_4d.0,pfile3,1,14,0.125,18.715
freecell.pddl.2p_2a_4d.0,pfile4,1,16,0.0117188,29.747
freecell.pddl.2p_2a_4d.0,pfile5,1,20,0.125,124.284
freecell.pddl.2p_2a_5d.0,pfile1,1,16,0.0078125,3.666
freecell.pddl.2p_2a_5d.0,pfile2,1,23,0.000488281,11.378
freecell.pddl.2p_2a_5d.0,pfile3,1,30,1.52588e-05,21.569
freecell.pddl.2p_2a_5d.0,pfile3,2,34,3.05176e-05,73.781
freecell.pddl.2p_2a_5d.0,pfile3,3,33,6.10352e-05,76.447
freecell.pddl.2p_2a_5d.0,pfile3,4,32,0.00012207,125.803
freecell.pddl.2p_2a_5d.0,pfile3,5,32,0.000488281,164.2
freecell.pddl.2p_2a_5d.0,pfile4,1,42,1.52588e-05,41.104
freecell.pddl.2p_3a_0d.0,pfile1,1,19,0.03125,2.397
freecell.pddl.2p_3a_0d.0,pfile1,2,20,0.0625,75.641
freecell.pddl.2p_3a_0d.0,pfile1,3,16,0.125,127.893
freecell.pddl.2p_3a_0d.0,pfile2,1,25,0.03125,3.384
freecell.pddl.2p_3a_0d.0,pfile2,2,46,0.0625,531.491
freecell.pddl.2p_3a_0d.0,pfile2,3,48,0.125,874.95
freecell.pddl.2p_3a_0d.0,pfile3,1,25,0.015625,3.723
freecell.pddl.2p_3a_0d.0,pfile4,1,37,0.00390625,7.363
freecell.pddl.2p_3a_0d.0,pfile5,1,61,7.62939e-06,34.093
freecell.pddl.2p_3a_0d.0,pfile6,1,64,2.38419e-07,22.084
freecell.pddl.2p_3a_0d.0,pfile7,1,69,4.76837e-07,33.601
freecell.pddl.2p_3a_0d.0,pfile8,1,83,4.76837e-07,56.429
freecell.pddl.2p_3a_0d.0,pfile9,1,70,7.62939e-06,44.516
freecell.pddl.2p_3a_0d.0,pfile10,1,83,1.90735e-06,118.693
freecell.pddl.2p_3a_1d.0,pfile1,1,11,0.25,4.808
freecell.pddl.2p_3a_1d.0,pfile2,1,23,0.015625,21.889
freecell.pddl.2p_3a_1d.0,pfile3,1,27,0.03125,41.592
freecell.pddl.2p_3a_1d.0,pfile3,2,34,0.0625,488.955
freecell.pddl.2p_3a_1d.0,pfile4,1,38,0.5,78.336
freecell.pddl.2p_3a_2d.0,pfile1,1,16,0.0078125,4.292
freecell.pddl.2p_3a_2d.0,pfile1,2,20,0.0625,294.324
freecell.pddl.2p_3a_2d.0,pfile2,1,23,3.05176e-05,16.658
freecell.pddl.2p_3a_2d.0,pfile2,2,39,6.10352e-05,64.915
freecell.pddl.2p_3a_2d.0,pfile2,3,36,0.000976562,66.919
freecell.pddl.2p_3a_2d.0,pfile3,1,28,0.00390625,36.163
freecell.pddl.2p_3a_2d.0,pfile4,1,53,7.62939e-06,70.082
freecell.pddl.2p_3a_3d.0,pfile1,1,14,0.0078125,2.557
freecell.pddl.2p_3a_3d.0,pfile2,1,24,0.000488281,8.09
freecell.pddl.2p_3a_3d.0,pfile3,1,25,0.0078125,12.366
freecell.pddl.2p_3a_3d.0,pfile4,1,42,0.000244141,22.773
freecell.pddl.2p_3a_3d.0,pfile5,1,41,0.000976562,71.711
freecell.pddl.2p_3a_4d.0,pfile1,1,11,0.25,7.46
freecell.pddl.2p_3a_4d.0,pfile1,2,20,0.5,310.556
freecell.pddl.2p_3a_4d.0,pfile2,1,13,0.125,63.588
freecell.pddl.2p_3a_4d.0,pfile2,2,21,0.25,617.574
freecell.pddl.2p_3a_5d.0,pfile1,1,21,0.00012207,3.598
freecell.pddl.2p_3a_5d.0,pfile2,1,22,0.000976562,12.72
freecell.pddl.2p_3a_5d.0,pfile3,1,27,3.8147e-06,23.262
freecell.pddl.2p_3a_5d.0,pfile4,1,47,1.49012e-08,42.814
freecell.pddl.2p_3a_5d.0,pfile5,1,47,5.96046e-08,155.599
freecell.pddl.2p_4a_0d.0,pfile1,1,16,0.00292969,2.71
freecell.pddl.2p_4a_0d.0,pfile1,2,24,0.00585938,340.206
freecell.pddl.2p_4a_0d.0,pfile1,3,26,0.0117188,391.664
freecell.pddl.2p_4a_0d.0,pfile2,1,21,0.00146484,3.146
freecell.pddl.2p_4a_0d.0,pfile3,1,23,0.000102997,4.729
freecell.pddl.2p_4a_0d.0,pfile4,1,23,0.000205994,4.942
freecell.pddl.2p_4a_0d.0,pfile5,1,36,6.4373e-06,8.093
freecell.pddl.2p_4a_0d.0,pfile6,1,37,3.0552e-06,11.72
freecell.pddl.2p_4a_0d.0,pfile7,1,49,1.00583e-07,16.289
freecell.pddl.2p_4a_0d.0,pfile8,1,48,2.82889e-08,25.539
freecell.pddl.2p_4a_0d.0,pfile9,1,43,4.02331e-07,22.618
freecell.pddl.2p_4a_0d.0,pfile10,1,45,1.13156e-07,37.384
freecell.pddl.2p_4a_1d.0,pfile1,1,13,0.125,5.085
freecell.pddl.2p_4a_1d.0,pfile2,1,20,0.03125,19.52
freecell.pddl.2p_4a_1d.0,pfile3,1,26,0.00390625,41.251
freecell.pddl.2p_4a_1d.0,pfile3,2,42,0.0078125,172.161
freecell.pddl.2p_4a_1d.0,pfile3,3,43,0.015625,266.103
freecell.pddl.2p_4a_1d.0,pfile4,1,59,7.45058e-09,104.73
freecell.pddl.2p_4a_2d.0,pfile1,1,16,0.00390625,1.779
freecell.pddl.2p_4a_2d.0,pfile1,2,39,0.0032959,39.961
freecell.pddl.2p_4a_2d.0,pfile1,3,47,0.00370789,92.815
freecell.pddl.2p_4a_2d.0,pfile1,4,31,0.00741577,116.542
freecell.pddl.2p_4a_2d.0,pfile1,5,32,0.0111237,504.913
freecell.pddl.2p_4a_2d.0,pfile2,1,25,0.000366211,3.368
freecell.pddl.2p_4a_2d.0,pfile3,1,29,0.000183105,3.874
freecell.pddl.2p_4a_2d.0,pfile4,1,49,2.32831e-10,10.853
freecell.pddl.2p_4a_2d.0,pfile5,1,46,2.23517e-08,11.916
freecell.pddl.2p_4a_2d.0,pfile6,1,55,1.04774e-09,24.801
freecell.pddl.2p_4a_2d.0,pfile7,1,63,3.49246e-10,36.768
freecell.pddl.2p_4a_2d.0,pfile8,1,73,2.18279e-11,74.207
freecell.pddl.2p_4a_2d.0,pfile9,1,70,1.30967e-10,63.907
freecell.pddl.2p_4a_2d.0,pfile10,1,71,1.24317e-10,108.785
freecell.pddl.2p_4a_3d.0,pfile1,1,22,0.00012207,6.428
freecell.pddl.2p_4a_3d.0,pfile2,1,38,1.49012e-08,33.957
freecell.pddl.2p_4a_3d.0,pfile2,2,71,3.05176e-05,242.767
freecell.pddl.2p_4a_3d.0,pfile2,3,61,6.10352e-05,259.926
freecell.pddl.2p_4a_3d.0,pfile2,4,63,0.00012207,265.028
freecell.pddl.2p_4a_3d.0,pfile2,5,49,0.000488281,313.911
freecell.pddl.2p_4a_3d.0,pfile2,6,40,0.000976562,619.553
freecell.pddl.2p_4a_3d.0,pfile3,1,25,2.28882e-05,64.762
freecell.pddl.2p_4a_3d.0,pfile4,1,39,3.05176e-05,133.408
freecell.pddl.2p_4a_4d.0,pfile1,1,13,0.0625,3.357
freecell.pddl.2p_4a_4d.0,pfile2,1,22,0.00195312,10.87
freecell.pddl.2p_4a_4d.0,pfile3,1,34,0.000488281,18.499
freecell.pddl.2p_4a_4d.0,pfile4,1,48,1.90735e-06,37.546
freecell.pddl.2p_4a_4d.0,pfile5,1,48,9.53674e-07,141.26
freecell.pddl.2p_4a_5d.0,pfile1,1,20,3.43323e-05,4.625
freecell.pddl.2p_4a_5d.0,pfile2,1,18,0.000732422,16.308
freecell.pddl.2p_4a_5d.0,pfile3,1,23,6.4373e-06,27.861
freecell.pddl.2p_4a_5d.0,pfile4,1,26,6.70552e-08,48.353
freecell.pddl.2p_4a_5d.0,pfile5,1,31,2.23517e-08,208.655
freecell.pddl.2p_5a_0d.0,pfile1,1,24,6.10352e-05,4.033
freecell.pddl.2p_5a_0d.0,pfile2,1,26,3.05176e-05,10.335
freecell.pddl.2p_5a_0d.0,pfile3,1,34,3.05176e-05,15.156
freecell.pddl.2p_5a_0d.0,pfile4,1,53,4.54747e-13,37.541
freecell.pddl.2p_5a_0d.0,pfile5,1,54,9.31323e-10,117.69
freecell.pddl.2p_5a_1d.0,pfile1,1,18,0.00390625,303.253
freecell.pddl.2p_5a_1d.0,pfile2,1,26,0.000244141,4.664
freecell.pddl.2p_5a_1d.0,pfile3,1,31,1.52588e-05,7.242
freecell.pddl.2p_5a_1d.0,pfile4,1,52,7.45058e-09,16.709
freecell.pddl.2p_5a_1d.0,pfile5,1,46,1.19209e-07,28.881
freecell.pddl.2p_5a_1d.0,pfile6,1,61,7.27596e-12,73.196
freecell.pddl.2p_5a_1d.0,pfile7,1,57,7.45058e-09,46.429
freecell.pddl.2p_5a_1d.0,pfile8,1,65,1.16415e-10,107.188
freecell.pddl.2p_5a_1d.0,pfile9,1,69,7.27596e-12,106.614
freecell.pddl.2p_5a_1d.0,pfile10,1,81,1.42109e-14,302.882
freecell.pddl.2p_5a_2d.0,pfile1,1,16,0.000976562,3.456
freecell.pddl.2p_5a_2d.0,pfile2,1,31,3.8147e-06,17.065
freecell.pddl.2p_5a_2d.0,pfile3,1,25,3.8147e-06,10.287
freecell.pddl.2p_5a_2d.0,pfile4,1,50,1.45519e-11,47.126
freecell.pddl.2p_5a_2d.0,pfile5,1,47,1.16415e-10,137.067
freecell.pddl.2p_5a_3d.0,pfile1,1,16,0.03125,2.455
freecell.pddl.2p_5a_3d.0,pfile2,1,21,0.015625,3.225
freecell.pddl.2p_5a_3d.0,pfile3,1,25,0.0078125,4.032
freecell.pddl.2p_5a_3d.0,pfile4,1,38,1.52588e-05,6.26
freecell.pddl.2p_5a_3d.0,pfile6,1,55,1.19209e-07,25.067
freecell.pddl.2p_5a_3d.0,pfile7,1,104,0,412.865
freecell.pddl.2p_5a_3d.0,pfile8,1,83,8.88178e-16,93.841
freecell.pddl.2p_5a_3d.0,pfile9,1,59,2.98023e-08,41.85
freecell.pddl.2p_5a_4d.0,pfile1,1,19,0.000137329,6.792
freecell.pddl.2p_5a_4d.0,pfile1,2,27,0.000274658,145.15
freecell.pddl.2p_5a_4d.0,pfile2,1,10,0.00390625,43.593
freecell.pddl.2p_5a_4d.0,pfile3,1,17,3.05176e-05,103.681
freecell.pddl.2p_5a_4d.0,pfile4,1,13,0.00012207,217.341
freecell.pddl.2p_5a_5d.0,pfile1,1,15,0.00012207,2.07
freecell.pddl.2p_5a_5d.0,pfile1,2,40,0.000183105,5.543
freecell.pddl.2p_5a_5d.0,pfile1,3,30,0.000976562,6.161
freecell.pddl.2p_5a_5d.0,pfile1,4,18,0.00390625,15.727
freecell.pddl.2p_5a_5d.0,pfile1,5,19,0.0078125,15.737
freecell.pddl.2p_5a_5d.0,pfile1,6,23,0.015625,42.82
freecell.pddl.2p_5a_5d.0,pfile2,1,22,6.10352e-05,4.975
freecell.pddl.2p_5a_5d.0,pfile3,1,27,0.00012207,7.552
freecell.pddl.2p_5a_5d.0,pfile3,2,44,0.000244141,120.156
freecell.pddl.2p_5a_5d.0,pfile4,1,52,1.74623e-10,16.78
freecell.pddl.2p_5a_5d.0,pfile5,1,52,5.96046e-08,47.021
freecell.pddl.2p_5a_5d.0,pfile6,1,47,1.49012e-08,116.19
freecell.pddl.2p_5a_5d.0,pfile7,1,75,2.32831e-10,129.439
freecell.pddl.2p_5a_5d.0,pfile8,1,75,4.65661e-10,328.744
freecell.pddl.2p_5a_5d.0,pfile9,1,85,2.32831e-10,340.596
freecell.pddl.3p_0a_0d.0,pfile1,1,12,0.0625,5.04
freecell.pddl.3p_0a_0d.0,pfile1,2,23,0.125,10.169
freecell.pddl.3p_0a_0d.0,pfile1,3,17,0.25,10.913
freecell.pddl.3p_0a_0d.0,pfile1,4,24,0.5,12.893
freecell.pddl.3p_0a_0d.0,pfile1,5,20,1,375.024
freecell.pddl.3p_0a_0d.0,pfile2,1,7,0.03125,14.206
freecell.pddl.3p_0a_0d.0,pfile2,2,8,0.0625,27.253
freecell.pddl.3p_0a_0d.0,pfile2,3,8,0.125,27.536
freecell.pddl.3p_0a_0d.0,pfile2,4,17,0.25,31.931
freecell.pddl.3p_0a_0d.0,pfile2,5,27,0.5,52.671
freecell.pddl.3p_0a_0d.0,pfile2,6,53,1,357.977
freecell.pddl.3p_0a_0d.0,pfile3,1,12,0.0625,33.698
freecell.pddl.3p_0a_0d.0,pfile3,2,49,0.125,220.472
freecell.pddl.3p_0a_0d.0,pfile3,3,66,0.25,315.69
freecell.pddl.3p_0a_0d.0,pfile3,4,55,0.5,388.634
freecell.pddl.3p_0a_0d.0,pfile3,5,69,1,524.167
freecell.pddl.3p_0a_0d.0,pfile4,1,9,0.015625,75.531
freecell.pddl.3p_0a_0d.0,pfile4,2,40,0.03125,394.925
freecell.pddl.3p_0a_1d.0,pfile1,1,18,0.015625,5.444
freecell.pddl.3p_0a_1d.0,pfile2,1,7,0.015625,3.19
freecell.pddl.3p_0a_1d.0,pfile3,1,13,0.015625,4.357
freecell.pddl.3p_0a_1d.0,pfile4,1,7,0.015625,6.833
freecell.pddl.3p_0a_1d.0,pfile4,2,40,0.03125,510.933
freecell.pddl.3p_0a_1d.0,pfile5,1,7,0.0078125,8.66
freecell.pddl.3p_0a_1d.0,pfile6,1,19,0.000244141,30.407
freecell.pddl.3p_0a_1d.0,pfile7,1,6,0.03125,13.854
freecell.pddl.3p_0a_1d.0,pfile8,1,9,0.00390625,31.601
freecell.pddl.3p_0a_1d.0,pfile9,1,11,0.00195312,35.458
freecell.pddl.3p_0a_1d.0,pfile10,1,8,0.0078125,62.565
freecell.pddl.3p_0a_2d.0,pfile1,1,27,0.0078125,7.508
freecell.pddl.3p_0a_2d.0,pfile1,2,25,0.03125,15.884
freecell.pddl.3p_0a_2d.0,pfile1,3,23,0.0625,15.895
freecell.pddl.3p_0a_2d.0,pfile1,4,27,0.125,19.562
freecell.pddl.3p_0a_2d.0,pfile1,5,24,0.25,69.605
freecell.pddl.3p_0a_2d.0,pfile1,6,23,0.5,116.856
freecell.pddl.3p_0a_2d.0,pfile2,1,21,0.25,14.42
freecell.pddl.3p_0a_2d.0,pfile3,1,14,1,20.799
freecell.pddl.3p_0a_2d.0,pfile4,1,43,0.00390625,305.262
freecell.pddl.3p_0a_3d.0,pfile1,1,15,0.25,6.502
freecell.pddl.3p_0a_3d.0,pfile1,2,33,1,19.289
freecell.pddl.3p_0a_3d.0,pfile2,1,19,0.125,55.108
freecell.pddl.3p_0a_4d.0,pfile1,1,17,0.125,7.507
freecell.pddl.3p_0a_4d.0,pfile2,1,25,0.015625,53.672
freecell.pddl.3p_0a_4d.0,pfile3,1,30,0.0078125,120.365
freecell.pddl.3p_0a_5d.0,pfile1,1,14,0.015625,8.39
freecell.pddl.3p_0a_5d.0,pfile2,1,11,0.03125,94.76
freecell.pddl.3p_1a_0d.0,pfile1,1,14,0.125,3.105
freecell.pddl.3p_1a_0d.0,pfile1,2,24,0.25,23.415
freecell.pddl.3p_1a_0d.0,pfile2,1,24,0.03125,7.058
freecell.pddl.3p_1a_0d.0,pfile3,1,27,0.25,12.329
freecell.pddl.3p_1a_0d.0,pfile4,1,62,0.000488281,33.648
freecell.pddl.3p_1a_0d.0,pfile5,1,60,0.00195312,80.575
freecell.pddl.3p_1a_1d.0,pfile1,1,14,0.0625,2.854
freecell.pddl.3p_1a_1d.0,pfile2,1,21,0.0078125,6.219
freecell.pddl.3p_1a_1d.0,pfile2,2,42,0.015625,524.609
freecell.pddl.3p_1a_1d.0,pfile2,3,56,0.03125,543.412
freecell.pddl.3p_1a_1d.0,pfile2,4,66,0.0625,566.201
freecell.pddl.3p_1a_1d.0,pfile2,5,49,0.125,574.209
freecell.pddl.3p_1a_1d.0,pfile2,6,36,0.25,583.79
freecell.pddl.3p_1a_1d.0,pfile3,1,26,0.015625,11.978
freecell.pddl.3p_1a_1d.0,pfile3,2,52,0.03125,326.989
freecell.pddl.3p_1a_1d.0,pfile3,3,49,0.0625,399.911
freecell.pddl.3p_1a_1d.0,pfile3,4,50,0.125,639.564
freecell.pddl.3p_1a_1d.0,pfile4,1,37,0.000976562,18.134
freecell.pddl.3p_1a_1d.0,pfile5,1,44,0.000488281,47.532
freecell.pddl.3p_1a_2d.0,pfile1,1,15,0.015625,3.051
freecell.pddl.3p_1a_2d.0,pfile1,2,24,0.03125,11.941
freecell.pddl.3p_1a_2d.0,pfile1,3,20,0.0625,12.82
freecell.pddl.3p_1a_2d.0,pfile1,4,17,0.125,18.975
freecell.pddl.3p_1a_2d.0,pfile1,5,16,0.25,39.226
freecell.pddl.3p_1a_2d.0,pfile2,1,19,0.125,9.911
freecell.pddl.3p_1a_2d.0,pfile3,1,26,0.0625,15.513
freecell.pddl.3p_1a_2d.0,pfile4,1,46,0.000976562,27.256
freecell.pddl.3p_1a_2d.0,pfile5,1,49,0.00012207,103.019
freecell.pddl.3p_1a_3d.0,pfile1,1,26,0.25,11.439
freecell.pddl.3p_1a_3d.0,pfile1,2,61,0.28125,31.539
freecell.pddl.3p_1a_3d.0,pfile1,3,42,1,45.241
freecell.pddl.3p_1a_3d.0,pfile2,1,34,0.000488281,25.968
freecell.pddl.3p_1a_3d.0,pfile3,1,31,0.0078125,42.195
freecell.pddl.3p_1a_3d.0,pfile4,1,40,6.10352e-05,130.394
freecell.pddl.3p_1a_4d.0,pfile1,1,15,0.00390625,4.177
freecell.pddl.3p_1a_4d.0,pfile2,1,28,0.000976562,18.328
freecell.pddl.3p_1a_4d.0,pfile2,2,24,0.00195312,829.045
freecell.pddl.3p_1a_4d.0,pfile3,1,31,0.000488281,29.89
freecell.pddl.3p_1a_4d.0,pfile4,1,52,1.52588e-05,77.124
freecell.pddl.3p_1a_5d.0,pfile1,1,14,0.5,8.757
freecell.pddl.3p_1a_5d.0,pfile2,1,20,0.0078125,59.796
freecell.pddl.3p_1a_5d.0,pfile3,1,25,0.000488281,152.895
freecell.pddl.3p_2a_0d.0,pfile1,1,18,0.0625,2.915
freecell.pddl.3p_2a_0d.0,pfile2,1,10,1,3.149
freecell.pddl.3p_2a_0d.0,pfile3,1,18,1,5.746
freecell.pddl.3p_2a_0d.0,pfile4,1,13,1,9.06
freecell.pddl.3p_2a_0d.0,pfile5,1,11,1,20.593
freecell.pddl.3p_2a_0d.0,pfile6,1,22,1,52.639
freecell.pddl.3p_2a_0d.0,pfile7,1,15,1,50.329
freecell.pddl.3p_2a_0d.0,pfile8,1,35,0.125,165.527
freecell.pddl.3p_2a_0d.0,pfile9,1,9,1,113.611
freecell.pddl.3p_2a_1d.0,pfile1,1,17,0.125,6.41
freecell.pddl.3p_2a_1d.0,pfile1,2,20,0.25,87.51
freecell.pddl.3p_2a_1d.0,pfile1,3,24,0.375,92.68
freecell.pddl.3p_2a_1d.0,pfile1,4,24,0.75,132.608
